,Job title,Type of position,Job Location,Job description,Working type,Contact,Achievements,Base salary,Equity
644,Software Engineer (Engineer III to Principal) -  Formal Methods,Full-time,"New York, NY  / Seattle, WA / San Francisco Bay Area, CA / Remote",https://jobs.lever.co/certik/f8fbe497-34d2-49fa-9308-879f0ffd8fa8,Engineering,talentre,Null,Not Posted,Not Posted
645,"Director, Creative, Copywriting",Full-time,Atlanta - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501385002,Others,talentre,Null,Not Posted,Not Posted
646,Digital Marketing Analyst,Full-time,"New York, NY  / Seattle, WA / San Francisco Bay Area, CA / Remote",https://jobs.lever.co/certik/206ae8cc-f798-4b9b-84ad-78cb8f7504aa,Marketing,talentre,Null,Not Posted,Not Posted
647,Backend Developer,Full-time,China · Singapore,https://angel.co/company/galxe/jobs/2090733-backend-developer,Engineering,talentre,Null,Not Posted,Not Posted
648,Technical Communications Lead,Full-time,Singapore / Remote,https://jobs.lever.co/certik/2ecd3cf7-13c8-4e50-a58a-fb7f5fc6d7c4,Others,talentre,Null,Not Posted,Not Posted
649,Senior Security Manager,Full-time,Remote,https://www.hederahashgraph.com/future?gh_jid=6485194002,Others,talentre,Null,Not Posted,Not Posted
650,Payment Partnerships Director,Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6404305002,Others,talentre,Null,Not Posted,Not Posted
651,UX|UI Designer,Full-time,"10-100 employees, Growth",https://defiyield.app/careers#/UX|UIDesigner,Others,talentre,Null,Not Posted,Not Posted
652,"Director, Creative, Copywriting",Full-time,Atlanta - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501385002,Others,talentre,Null,Not Posted,Not Posted
653,"Director, Creative, Copywriting",Full-time,Atlanta - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501385002,Others,talentre,Null,Not Posted,Not Posted
654,Javascript Engineer - Tools,Full-time,Remote,https://boards.greenhouse.io/parity/jobs/4193605003,Engineering,talentre,Null,Not Posted,Not Posted
655,Payment Partnerships Director,Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6404305002,Others,talentre,Null,Not Posted,Not Posted
656,Brand Operations,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4027849005,Marketing,talentre,Null,Not Posted,Not Posted
657,Lead Security Engineer,Full-time,", Central Singapore, Singapore",https://apply.workable.com/j/F789D9814F,Engineering,talentre,Null,Not Posted,Not Posted
658,People Ops,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4027853005,Others,talentre,Null,Not Posted,Not Posted
659,Payment Partnerships Director,Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6404305002,Others,talentre,Null,Not Posted,Not Posted
660,Community Manager APAC,Full-time,Remote,https://boards.greenhouse.io/parity/jobs/5054608003,Others,talentre,Null,Not Posted,Not Posted
661,"Director, Creative, Copywriting",Full-time,Atlanta - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501385002,Others,talentre,Null,Not Posted,Not Posted
662,Senior Accounting Manager,Full-time,"San Francisco, CA",https://boards.greenhouse.io/dfinity/jobs/6471727002,Others,talentre,Null,Not Posted,Not Posted
663,Payment Partnerships Director,Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6404305002,Others,talentre,Null,Not Posted,Not Posted
664,"Director, Creative, Copywriting",Full-time,Atlanta - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501385002,Others,talentre,Null,Not Posted,Not Posted
665,Business Analyst,Full-time,"London, England, United Kingdom",https://www.careers-page.com/archax/job/QY6743YV,Finance,talentre,Null,Not Posted,Not Posted
666,Full Stack Engineer - Common Good Parachains,Full-time,Remote,https://boards.greenhouse.io/parity/jobs/5213777003,Engineering,talentre,Null,Not Posted,Not Posted
667,NodeJS Backend Engineer (OnRamp) - MetaMask,Full-time,"CANADA - Remote, LATAM - Remote, UNITED STATES - Remote",https://consensys.net/open-roles/gh_jid?gh_jid=4734749,Engineering,talentre,Null,Not Posted,Not Posted
668,Payment Partnerships Director,Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6404305002,Others,talentre,Null,Not Posted,Not Posted
669,"Director, Creative, Copywriting",Full-time,Atlanta - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501385002,Others,talentre,Null,Not Posted,Not Posted
670,Quantitative Researcher,Full-time,"London, New York",https://boards.greenhouse.io/firefly/jobs/4748243004,Others,talentre,Null,Not Posted,Not Posted
671,Finnova Product Manager & Business Architect,Full-time,"Zürich, Switzerland",https://join.com/jobs/6193928-finnova-product-manager-and-business-architect,Others,talentre,Null,Not Posted,Not Posted
672,"Polkadot Community Builder, EcoDev",Full-time,Remote,https://boards.greenhouse.io/parity/jobs/5256939003,Others,talentre,Null,Not Posted,Not Posted
673,"HR People Partner, Marketing and Communications Team",Full-time,Remote,https://boards.greenhouse.io/parity/jobs/5432251003,Marketing,talentre,Null,Not Posted,Not Posted
674,Business Manager,Full-time,"Dubai, Dubai, United Arab Emirates",https://apply.workable.com/j/14D0BA25A4,Others,talentre,Null,Not Posted,Not Posted
675,Solidity Developer,Full-time,"10-100 employees, Growth",https://defiyield.app/careers#/SolidityDeveloper,Engineering,talentre,Null,Not Posted,Not Posted
676,Payment Partnerships Director,Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6404305002,Others,talentre,Null,Not Posted,Not Posted
677,Payment Partnerships Director,Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6404305002,Others,talentre,Null,Not Posted,Not Posted
678,Blockchain Developer,Full-time,"Buenos Aires, Argentina",https://securitize.bamboohr.com/jobs/view/98,Engineering,talentre,Null,Not Posted,Not Posted
679,Head of Marketing,Full-time,"Toronto, Ontario, Canada",https://kubelt.notion.site/Kubelt-Head-of-Marketing-f903c931a3664de1a3798c72dbed62bf,Marketing,talentre,Null,Not Posted,Not Posted
680,"Director, Creative, Copywriting",Full-time,Atlanta - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501385002,Others,talentre,Null,Not Posted,Not Posted
681,"Senior Talent Acquisition Partner, APAC",Full-time,Singapore,https://boards.greenhouse.io/circle/jobs/5859381002,Others,talentre,Null,Not Posted,Not Posted
682,Recruiting,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4027854005,Others,talentre,Null,Not Posted,Not Posted
683,"Director, Creative, Copywriting",Full-time,Atlanta - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501385002,Others,talentre,Null,Not Posted,Not Posted
684,Director of Engineering (MetaMask),Full-time,GLOBAL - REMOTE,https://consensys.net/open-roles/gh_jid?gh_jid=4307104,Others,talentre,Null,Not Posted,Not Posted
685,Sr. Talent Acquisition/Recruiter,Full-time,Taipei,https://boards.greenhouse.io/woonetwork/jobs/5032965003,Finance,talentre,Null,Not Posted,Not Posted
686,Head of Growth,Full-time,"Miami, FL, United States",https://securitize.bamboohr.com/jobs/view/101,Others,talentre,Null,Not Posted,Not Posted
687,"Manager, Software Engineering",Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/5581318002,Engineering,talentre,Null,Not Posted,Not Posted
688,Technical Writer (m/f/d),Full-time,Remote,https://boards.greenhouse.io/parity/jobs/4701390003,Others,talentre,Null,Not Posted,Not Posted
689,"Manager, Software Engineering",Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/5581318002,Engineering,talentre,Null,Not Posted,Not Posted
690,"Manager, Software Engineering",Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/5581318002,Engineering,talentre,Null,Not Posted,Not Posted
691,"Manager, Software Engineering",Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/5581318002,Engineering,talentre,Null,Not Posted,Not Posted
692,Technical Lead (Dapper Platform),Full-time,"Remote or Vancouver, BC",https://jobs.lever.co/axiomzen/c8839c5d-4865-4984-8885-5dd2203ac46d?lever-origin=applied&lever-source%5B%5D=fenbushi%2520capital,Engineering,talentre,Null,Not Posted,Not Posted
693,"Manager, Software Engineering",Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/5581318002,Engineering,talentre,Null,Not Posted,Not Posted
694,Product Manager,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4027898005,Finance,talentre,Null,Not Posted,Not Posted
695,Business Development Manager (Remote),Full-time,"Los Angeles, CA",https://jobs.lever.co/Kyro/461ac7c0-afd1-4d70-8de8-5520ce4b633c,Others,talentre,Null,Not Posted,Not Posted
696,Senior Web Designer,Full-time,Remote (Central European Time (CET)),https://boards.greenhouse.io/parity/jobs/5405639003,Others,talentre,Null,Not Posted,Not Posted
697,Systems/DevOps Engineer,Full-time,"Central, Hong Kong Island, Hong Kong",https://apply.workable.com/j/368EF672D3,Engineering,talentre,Null,Not Posted,Not Posted
698,Head of Game Design,Full-time,"US, Remote",https://jobs.lever.co/axiomzen/dafd6d40-fa14-4a36-a509-fd3d7c79a587?lever-origin=applied&lever-source%5B%5D=fenbushi%2520capital,Others,talentre,Null,Not Posted,Not Posted
699,Senior Software Engineer,Full-time,"London, New York",https://boards.greenhouse.io/firefly/jobs/4735737004,Engineering,talentre,Null,Not Posted,Not Posted
700,"Manager, Software Engineering",Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/5581318002,Engineering,talentre,Null,Not Posted,Not Posted
701,"Manager, Software Engineering",Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/5581318002,Engineering,talentre,Null,Not Posted,Not Posted
702,"Manager, Software Engineering",Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/5581318002,Engineering,talentre,Null,Not Posted,Not Posted
703,Tech Lead - Web Development ,Full-time,Remote,https://boards.greenhouse.io/parity/jobs/5349208003,Engineering,talentre,Null,Not Posted,Not Posted
704,Senior Product Manager,Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501718002,Others,talentre,Null,Not Posted,Not Posted
705,Senior Product Manager,Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501718002,Others,talentre,Null,Not Posted,Not Posted
706,"Manager, Software Engineering",Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/5581318002,Engineering,talentre,Null,Not Posted,Not Posted
707,Marketing Specialist,Full-time,Warsaw,https://boards.greenhouse.io/woonetwork/jobs/5354413003,"Finance,Marketing",talentre,Null,Not Posted,Not Posted
708,Compliance Analyst,Full-time,", , Argentina",https://apply.workable.com/j/54778555C5,Others,talentre,Null,Not Posted,Not Posted
709,Product Specialist,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4027899005,Others,talentre,Null,Not Posted,Not Posted
710,Sr. Technical Product Manager,Full-time,Worldwide,https://mina-foundation.breezy.hr/p/3e6c904ee6ba-sr-technical-product-manager,Others,talentre,Null,Not Posted,Not Posted
711,Senior Product Manager,Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501718002,Others,talentre,Null,Not Posted,Not Posted
712,Community Manager North America,Full-time,Remote,https://boards.greenhouse.io/parity/jobs/5054473003,Others,talentre,Null,Not Posted,Not Posted
713,Senior Product Manager,Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501718002,Others,talentre,Null,Not Posted,Not Posted
714,"Manager, Software Engineering",Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/5581318002,Engineering,talentre,Null,Not Posted,Not Posted
715,Senior Product Manager,Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501718002,Others,talentre,Null,Not Posted,Not Posted
716,Senior Product Manager,Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501718002,Others,talentre,Null,Not Posted,Not Posted
717,Senior Developer Relations Engineer,Full-time,Worldwide,https://mina-foundation.breezy.hr/p/1924094c6e52-senior-developer-relations-engineer,Engineering,talentre,Null,Not Posted,Not Posted
718,"Manager, Software Engineering",Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/5581318002,Engineering,talentre,Null,Not Posted,Not Posted
719,DevOps Engineer,Full-time,"Buenos Aires, Argentina",https://securitize.bamboohr.com/jobs/view/99,Engineering,talentre,Null,Not Posted,Not Posted
720,"Manager, Software Engineering",Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/5581318002,Engineering,talentre,Null,Not Posted,Not Posted
721,Systems/DevOps Engineer,Full-time,"Central, Hong Kong Island, Hong Kong",https://apply.workable.com/j/368EF672D3,Engineering,talentre,Null,Not Posted,Not Posted
722,"Manager, Software Engineering",Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/5581318002,Engineering,talentre,Null,Not Posted,Not Posted
723,Senior Platform Engineer / SRE,Full-time,"Toronto, Ontario, Canada",https://kubelt.notion.site/Kubelt-Senior-Platform-Engineer-SRE-c9654e362f504e71a3759ea9f9692e19,Engineering,talentre,Null,Not Posted,Not Posted
724,"Manager, Software Engineering",Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/5581318002,Engineering,talentre,Null,Not Posted,Not Posted
725,Senior Product Manager,Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501718002,Others,talentre,Null,Not Posted,Not Posted
726,Ecosystems Communications Manager,Full-time,United States,https://mina-foundation.breezy.hr/p/454f6908de1b-ecosystems-communications-manager,Others,talentre,Null,Not Posted,Not Posted
727,Senior Product Manager,Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501718002,Others,talentre,Null,Not Posted,Not Posted
728,Pen Tester,Full-time,"Zürich, Switzerland",https://join.com/jobs/5345889-pen-tester,Others,talentre,Null,Not Posted,Not Posted
729,SEO,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4033858005,Others,talentre,Null,Not Posted,Not Posted
730,"Manager, Software Engineering",Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/5581318002,Engineering,talentre,Null,Not Posted,Not Posted
731,People Operations Manager,Full-time,Taipei,https://boards.greenhouse.io/woonetwork/jobs/5011096003,Finance,talentre,Null,Not Posted,Not Posted
732,Technical Project Manager - Parachains Core,Full-time,Remote,https://boards.greenhouse.io/parity/jobs/5282434003,Others,talentre,Null,Not Posted,Not Posted
733,Senior Product Manager - API Platform Team,Full-time,"United States, Remote",https://consensys.net/open-roles/gh_jid?gh_jid=3837608,Others,talentre,Null,Not Posted,Not Posted
734,Solutions Engineer,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4033846005,Others,talentre,Null,Not Posted,Not Posted
735,Cloud Architect ,Full-time,"Zürich, Switzerland",https://join.com/jobs/5148977-cloud-architect,Others,talentre,Null,Not Posted,Not Posted
736,Senior Product Manager,Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501718002,Others,talentre,Null,Not Posted,Not Posted
737,Senior Product Manager,Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501718002,Others,talentre,Null,Not Posted,Not Posted
738,Senior Product Manager,Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501718002,Others,talentre,Null,Not Posted,Not Posted
739,Engineering Manager,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4033851005,Others,talentre,Null,Not Posted,Not Posted
740,Sr. Technical Project Manager,Full-time,Worldwide,https://mina-foundation.breezy.hr/p/f8d2c8ee429c-sr-technical-project-manager,Others,talentre,Null,Not Posted,Not Posted
741,Senior Product Manager,Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501718002,Others,talentre,Null,Not Posted,Not Posted
742,Head Software Engineering,Full-time,"Zürich, Switzerland",https://join.com/jobs/3464975-head-software-engineering,Engineering,talentre,Null,Not Posted,Not Posted
743,Business Development Representative,Full-time,New York,https://jobs.lever.co/merklescience/abdcb016-ad25-4004-a7b9-6bdd01e1555c,Others,talentre,Null,Not Posted,Not Posted
744,Senior Product Manager,Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501718002,Others,talentre,Null,Not Posted,Not Posted
745,Senior Product Manager,Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501718002,Others,talentre,Null,Not Posted,Not Posted
746,Senior Technical Writer - Dapper Platform (6 month contract),Full-time,Remote,https://jobs.lever.co/axiomzen/fc188160-5525-4011-b5de-d33c5baff732?lever-origin=applied&lever-source%5B%5D=fenbushi%2520capital,Others,talentre,Null,Not Posted,Not Posted
747,Web3 Coordinator (Remote),Full-time,San Francisco Bay Area,https://jobs.lever.co/Kyro/31c6072f-9954-44ef-9490-6124e3788578,Others,talentre,Null,Not Posted,Not Posted
748,"Manager, Software Engineering",Full-time,New York City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/5581318002,Engineering,talentre,Null,Not Posted,Not Posted
749,UI&UX Designer,Full-time,China · Singapore,https://angel.co/company/galxe/jobs/2096823-ui-ux-designer,Others,talentre,Null,Not Posted,Not Posted
750,Don't see your role?,Full-time,Remote,https://jobs.lever.co/centrifuge/c0f7a908-8d9e-4f3c-9b15-a4f81e033484,Others,talentre,Null,Not Posted,Not Posted
751,People and Culture Ambassador,Full-time,,https://deversifi.com/open_positions/people_and_culture_ambassador/,Others,talentre,Null,Not Posted,Not Posted
752,Product Operations- Full time (different shifts available),Full-time,", , Argentina",https://apply.workable.com/j/C86D04B57F,Others,talentre,Null,Not Posted,Not Posted
753,People Journey Manager,Full-time,Remote,https://boards.greenhouse.io/parity/jobs/5400081003,Others,talentre,Null,Not Posted,Not Posted
754,"Product Manager, Growth",Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4020882005,Others,talentre,Null,Not Posted,Not Posted
755,Customer Experience Advocate,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4020797005,Others,talentre,Null,Not Posted,Not Posted
756,"Director, Product Management",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6507996002,Others,talentre,Null,Not Posted,Not Posted
757,Senior IT Support/IT Support Lead,Full-time,"Central, Hong Kong Island, Hong Kong",https://apply.workable.com/j/286F66DA08,Engineering,talentre,Null,Not Posted,Not Posted
758,"Director, Product Management",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6507996002,Others,talentre,Null,Not Posted,Not Posted
759,Software Engineer - Ethereum Smart Contracts and dApps,Full-time,Worldwide,https://celer-network-5d8f644bd292.breezy.hr/p/ba9dd42f5c0f-software-engineer-ethereum-smart-contracts-and-dapps,Engineering,talentre,Null,Not Posted,Not Posted
760,Business Development Manager,Full-time,Canada · Singapore · United States,https://angel.co/company/galxe/jobs/2426037-business-development-manager,Others,talentre,Null,Not Posted,Not Posted
761,CMO / Head of Marketing,Full-time,Atlanta · New York · San Francisco · Los Angeles,https://slopegroup.notion.site/Slope-Open-Roles-05c568d75d5940b6b1d2e8c4fa191935?p=7c0d6d64a6ee4e12a07e22e9b3188663&pm=s,Marketing,talentre,Null,Not Posted,Not Posted
762,Product UX Designer,Full-time,"Madrid, Spain",https://securitize.bamboohr.com/jobs/view/81,Others,talentre,Null,Not Posted,Not Posted
763,"Director, Product Management",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6507996002,Others,talentre,Null,Not Posted,Not Posted
764,Senior Executive Assistant (Leadership Team),Full-time,"Cambridge, England, United Kingdom",https://boards.greenhouse.io/parity/jobs/5428546003,Others,talentre,Null,Not Posted,Not Posted
765,"Director, Product Management",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6507996002,Others,talentre,Null,Not Posted,Not Posted
766,"Director, Product Management",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6507996002,Others,talentre,Null,Not Posted,Not Posted
767,Senior Product Designer (Remote),Full-time,San Francisco Bay Area,https://jobs.lever.co/Kyro/b3a26584-c094-4f2b-b5a6-857d2df79bdf,Others,talentre,Null,Not Posted,Not Posted
768,Business Development Manager,Full-time,Canada · Singapore · United States,https://angel.co/company/galxe/jobs/2426037-business-development-manager,Others,talentre,Null,Not Posted,Not Posted
769,Special Projects | Marketing Contractor,Full-time,Remote,https://boards.greenhouse.io/dfinity/jobs/5906395002,Marketing,talentre,Null,Not Posted,Not Posted
